Славнефть-ЯНОС;JNOS;15722;0,05;3,933;24528819214,9;800;0
Сургутнефтегаз;SNGS;4;-0,01;1,697;1041770005597,8;49921300;2
ТГК-1;TGKA;18382;-0,28;3,165;57583860763,57;273900000;2,9
ТМК;TRMK;18441;0,1;1,514;76503673852,3;746730;2,3
ТНСэнрг;TNSE;420644;-0,12;1,682;20570699695;319;0
Татнефть;TATN;825;0,2;2,393;765374042910;1399110;5,9
ТрансКонтейнер;TRCN;74561;-0,18;1,624;47936984100;3;0
Транснефть (ап);TRNFP;1012;-0,11;2,79;270237275000;4712;0
Уралкалий;URKA;19623;-0,28;1,339;478130187849,35;123310;0
ФГ БУДУЩЕЕ;FTRE;462599;0,05;0,445;61635600315;2225;0
ФСК ЕЭС;FEES;20509;-0,19;3,829;231797888999,01;2668450000;7,7
ФосАгро;PHOR;81114;-0,1;1,633;309893500000;30159;9,2
Энел Россия;ENRU;16440;0,11;1,681;36468427219,47;3494000;6,6
ЧМК;CHMK;21001;-0,14;3,784;13928455825;683;0
ЧТПЗ;CHEP;20999;0,19;3,672;62449016736;200;7,8
ЧЦЗ;CHZN;19960;-0,61;3,188;29373912220;10;0
Черкизово;GCHE;20125;0,67;3,622;37325243277;1282;1,1
ЮТэйр;UTAR;15522;-0,35;1,801;36762925440;280100;0
ЮжКузб;UKUZ;20717;-0,23;3,192;29790104025;22;0
Юнипро;UPRO;18584;-0,03;1,691;170672847534,52;4030000;0
Яндекс;YNDX;388383;0,29;2,179;353708602579;20110;0
