Новатэк;NVTK;17370;-0,22;1,516;2148793756200;1114770;2,3
ОАК;UNAC;22843;0,15;2,696;283597530130,34;9310000;0
ОВК;UWGN;414560;-0,02;0,973;90966006296;31725;0
ОГК-2;OGKB;18684;-0,26;2,679;50272816428,02;86012000;0
ОКС;UCSS;175781;0,03;0,752;25972147320;15;0
Отисифарм;OTCP;407627;-0,12;1,469;26103380394;2670;0
Открытие;OFCB;80728;0,1;1,261;323731831668;3034;0
ПРОТЕК;PRTK;35247;0,02;1,624;54611999985,2;19600;7,4
Полюс золото;PLZL;17123;-0,02;0,589;845624685692;4121;0
Промсвязьбанк;PSBR;152320;-0,03;0,587;83058556410,46;6790000;0
РБК;RBCM;74779;-0,02;3,458;2418649131,15;657000;0
РГС СК;RGSS;181934;0,03;1,261;241541945276,32;18691000;0
Распадская;RASP;17713;-0,27;3,249;49392166886,08;7168530;0
Росбанк;ROSB;16866;-0,15;2,582;98514017665,5;810;0
Роснефть;ROSN;17273;-0,31;1,45;3439108701616,5;6306270;2
Россети;RSTI;20971;-0,37;3,054;186548592765,12;414743000;0,8
Ростелеком;RTKM;7;-0,18;1,116;197161238027,78;4289160;7,6
РусГидро;HYDR;20266;-0,08;2,431;365204542053,5;877421000;0
Русал;RUAL;414279;0,02;2,357;447586217834,52;836800;3,9
Русполимет;RUSP;20712;-0,33;2,31;2436311069,64;1270000;0
РуссНефть;RNFT;465236;0,07;0,418;165060144000;36374;0
СОЛЛЕРС;SVAV;16080;0,04;1,985;20048043015;6160;0
Сбербанк;SBER;3;-0,12;1,608;3476146236440;65420920;3,8
Северсталь;CHMF;16136;-0,24;1,68;682154304838;539320;11,3
Славнефть-ЯНОС;JNOS;15722;-0,54;3,659;24528819214,9;0;0
Сургутнефтегаз;SNGS;4;-0,16;1,855;1041770005597,8;43044400;2,3
ТГК-1;TGKA;18382;-0,18;2,971;57583860763,57;1454700000;2,9
ТМК;TRMK;18441;0,04;1,52;76503673852,3;839450;2,4
ТНСэнрг;TNSE;420644;-0,07;1,661;20570699695;2621;0
Татнефть;TATN;825;-0,13;2,152;765374042910;2036330;6
ТрансКонтейнер;TRCN;74561;-0,13;1,435;47936984100;42;1,5
Транснефть (ап);TRNFP;1012;-0,2;2,627;270237275000;4238;0
Уралкалий;URKA;19623;-0,24;1,156;478130187849,35;222680;0
ФГ БУДУЩЕЕ;FTRE;462599;0,05;0,429;61635600315;2436;0
ФСК ЕЭС;FEES;20509;-0,16;3,437;231797888999,01;3596250000;8,7
ФосАгро;PHOR;81114;-0,12;1,681;309893500000;81825;9,5
Энел Россия;ENRU;16440;0,07;1,913;36468427219,47;16261000;6,3
ЧМК;CHMK;21001;0,07;4,86;13928455825;180;0
ЧТПЗ;CHEP;20999;0,36;3,992;62449016736;900;7,9
ЧЦЗ;CHZN;19960;-0,36;2,372;29373912220;0;0
Черкизово;GCHE;20125;0,51;2,947;37325243277;913;1,1
ЮТэйр;UTAR;15522;-0,24;1,522;36762925440;17300;0
ЮжКузб;UKUZ;20717;-0,22;2,875;29790104025;59;0
Юнипро;UPRO;18584;-0,09;1,511;170672847534,52;21443000;0
Яндекс;YNDX;388383;0,19;2,082;353708602579;62833;0
