Русполимет;RUSP;20712;0,07;4,729;2436311069,64;1270000;0
РуссНефть;RNFT;465236;0,06;0,415;165060144000;36374;0
СОЛЛЕРС;SVAV;16080;0,1;2,068;20048043015;6160;0
Сбербанк;SBER;3;0,04;1,558;3476146236440;65420920;3,8
Северсталь;CHMF;16136;-0,02;1,766;682154304838;539320;11,3
Славнефть-ЯНОС;JNOS;15722;-0,09;3,526;24528819214,9;0;0
Сургутнефтегаз;SNGS;4;-0,07;1,61;1041770005597,8;43044400;2,3
ТГК-1;TGKA;18382;0,27;3,144;57583860763,57;1454700000;2,9
ТМК;TRMK;18441;0,23;1,572;76503673852,3;839450;2,4
ТНСэнрг;TNSE;420644;-0,07;1,772;20570699695;2621;0
Татнефть;TATN;825;0,1;2,095;765374042910;2036330;6
ТрансКонтейнер;TRCN;74561;-0,07;1,806;47936984100;42;1,5
Транснефть (ап);TRNFP;1012;0,06;2,554;270237275000;4238;0
Уралкалий;URKA;19623;-0,24;1,074;478130187849,35;222680;0
ФГ БУДУЩЕЕ;FTRE;462599;0,03;0,443;61635600315;2436;0
ФСК ЕЭС;FEES;20509;0;2,879;231797888999,01;3596250000;8,7
ФосАгро;PHOR;81114;-0,06;1,496;309893500000;81825;9,5
Энел Россия;ENRU;16440;0,15;1,977;36468427219,47;16261000;6,3
ЧМК;CHMK;21001;0,14;3,822;13928455825;180;0
ЧТПЗ;CHEP;20999;0,46;4,933;62449016736;900;7,9
ЧЦЗ;CHZN;19960;0,11;2,372;29373912220;0;0
Черкизово;GCHE;20125;0,23;2,317;37325243277;913;1,1
ЮТэйр;UTAR;15522;-0,05;1,425;36762925440;17300;0
ЮжКузб;UKUZ;20717;0,03;3,037;29790104025;59;0
Юнипро;UPRO;18584;-0,02;1,383;170672847534,52;21443000;0
Яндекс;YNDX;388383;0,03;1,959;353708602579;62833;0
