ЛУКОЙЛ;LKOH;8;0,02;1,354;2540207161057,5;1040753;7,2
Лензолото;LNZL;21004;0,02;2,112;9384669000;32;0
Ленэнерго;LSNG;31;0,19;2,637;8393603085,34;815500;0
М.Видео;MVID;19737;0,12;1,488;67197363252,6;471370;0
МГТС;MGTS;12984;0,19;3,639;67672729599;120;17,5
МКБ;CBOM;420694;0,03;0,663;104306572694,69;4293600;0
ММК;MAGN;16782;0,13;2,063;412165162050;9453500;6,3
МОЭСК;MSRS;16917;0,02;1,802;48658384482,43;1828000;3,6
МРСК Центра;MRKC;20235;0,34;2,663;16528324084,72;21378000;4,7
МТС;MTSS;15523;0;1,602;552452586408,75;4500200;0
Магнит;MGNT;17086;0,02;1,775;886796387190;112265;3
МегаФон;MFON;152516;-0,05;1,388;394816000000;294230;10,8
Мегион;MFGS;30;0,05;2,653;59585348295;400;0
Мечел;MTLR;21018;0,51;3,849;63589519006,2;3373828;0
Московская Биржа;MOEX;152798;-0,03;1,897;256916264585,75;14243600;7,7
МосОблБанк;MOBB;82890;0;2,769;22449760877,76;64600;0
МосЭнерго;MSNG;6;0,2;2,622;96352447912,8;13739000;3
Мостотрест;MSTT;74549;0,07;1,508;29689070600;36910;9,9
НКНХ;NKNC;20100;0,01;2,009;86363321600;4900;0
НКХП;NKHP;450432;-0,17;1,685;11559087000;5120;0
НЛМК;NLMK;17046;0,16;1,925;673339080414;82065050;8,4
НМТП;NMTP;19629;0,24;2,339;116618182247;5553000;18,7
Новатэк;NVTK;17370;0,01;1,379;2148793756200;956210;2,2
ОАК;UNAC;22843;0,11;2,589;283597530130,34;11070000;0
ОВК;UWGN;414560;0,03;0,724;90966006296;38349;0
ОГК-2;OGKB;18684;0,17;2,628;50272816428,02;165456000;0
ОКС;UCSS;175781;0,01;0,663;25972147320;21;0
Отисифарм;OTCP;407627;-0,05;1,548;26103380394;200;0
Открытие;OFCB;80728;0,09;0,954;323731831668;3041;0
ПРОТЕК;PRTK;35247;0,13;1,562;54611999985,2;89100;7,4
Полюс золото;PLZL;17123;-0,02;0,741;845624685692;6218;0
Промсвязьбанк;PSBR;152320;0,04;0,672;83058556410,46;150000;0
РБК;RBCM;74779;0,23;3,735;2418649131,15;786400;0
РГС СК;RGSS;181934;0,05;1,131;241541945276,32;21943000;0
Распадская;RASP;17713;0,39;3,16;49392166886,08;4196550;0
Росбанк;ROSB;16866;0,11;2,414;98514017665,5;0;0
Роснефть;ROSN;17273;-0,03;1,525;3439108701616,5;6993020;2
Россети;RSTI;20971;0,14;2,908;186548592765,12;530116000;0,8
Ростелеком;RTKM;7;-0,1;0,985;197161238027,78;3354180;7,6
РусГидро;HYDR;20266;0,12;2,19;365204542053,5;1942596000;0
Русал;RUAL;414279;0,15;2,273;447586217834,52;865400;3,9
Русполимет;RUSP;20712;0,06;4,515;2436311069,64;60000;0
РуссНефть;RNFT;465236;0,05;0,403;165060144000;42049;0
СОЛЛЕРС;SVAV;16080;0,08;1,929;20048043015;2640;0
Сбербанк;SBER;3;0,08;1,492;3476146236440;74365770;3,9
Северсталь;CHMF;16136;0,04;1,778;682154304838;2956890;11,2
Славнефть-ЯНОС;JNOS;15722;0,07;3,451;24528819214,9;100;0
Сургутнефтегаз;SNGS;4;-0,03;1,373;1041770005597,8;44850400;2,2
ТГК-1;TGKA;18382;0,39;3,065;57583860763,57;1619800000;3
ТМК;TRMK;18441;0,28;1,84;76503673852,3;835320;2,4
ТНСэнрг;TNSE;420644;-0,07;2,077;20570699695;723;0
Татнефть;TATN;825;0,08;2,001;765374042910;7056990;6,1
ТрансКонтейнер;TRCN;74561;0,02;1,744;47936984100;265;1,5
Транснефть (ап);TRNFP;1012;0,01;2,372;270237275000;85825;0
Уралкалий;URKA;19623;-0,11;1,08;478130187849,35;405570;0
ФГ БУДУЩЕЕ;FTRE;462599;0,04;0,426;61635600315;2424;0
ФСК ЕЭС;FEES;20509;0,06;2,822;231797888999,01;9321720000;8,7
ФосАгро;PHOR;81114;-0,06;1,419;309893500000;23739;9,4
Энел Россия;ENRU;16440;0,21;2,036;36468427219,47;7028000;6,5
ЧМК;CHMK;21001;0,2;3,676;13928455825;375;0
ЧТПЗ;CHEP;20999;0,45;4,559;62449016736;0;8,2
ЧЦЗ;CHZN;19960;0,16;2,359;29373912220;40;0
Черкизово;GCHE;20125;0,18;2,134;37325243277;22386;1,1
ЮТэйр;UTAR;15522;-0,04;1,433;36762925440;66300;0
ЮжКузб;UKUZ;20717;0,1;3,198;29790104025;88;0
Юнипро;UPRO;18584;0,01;1,35;170672847534,52;50178000;0
Яндекс;YNDX;388383;0,05;1,899;353708602579;59351;0
