Полюс золото;PLZL;17123;-0,04;0,578;845624685692;4121;0
Промсвязьбанк;PSBR;152320;0,04;0,598;83058556410,46;6790000;0
РБК;RBCM;74779;-0,1;3,519;2418649131,15;657000;0
РГС СК;RGSS;181934;0,03;1,38;241541945276,32;18691000;0
Распадская;RASP;17713;-0,45;3,429;49392166886,08;7168530;0
Росбанк;ROSB;16866;-0,37;2,067;98514017665,5;810;0
Роснефть;ROSN;17273;-0,34;1,428;3439108701616,5;6306270;2
Россети;RSTI;20971;-0,58;3,342;186548592765,12;414743000;0,8
Ростелеком;RTKM;7;-0,21;1,204;197161238027,78;4289160;7,6
РусГидро;HYDR;20266;-0,31;2,406;365204542053,5;877421000;0
Русал;RUAL;414279;-0,3;2,082;447586217834,52;836800;3,9
Русполимет;RUSP;20712;-0,3;2,482;2436311069,64;1270000;0
РуссНефть;RNFT;465236;0,09;0,471;165060144000;36374;0
СОЛЛЕРС;SVAV;16080;-0,13;1,989;20048043015;6160;0
Сбербанк;SBER;3;-0,11;1,638;3476146236440;65420920;3,8
Северсталь;CHMF;16136;-0,3;1,629;682154304838;539320;11,3
Славнефть-ЯНОС;JNOS;15722;-0,52;3,59;24528819214,9;0;0
Сургутнефтегаз;SNGS;4;-0,23;2,029;1041770005597,8;43044400;2,3
ТГК-1;TGKA;18382;-0,33;2,956;57583860763,57;1454700000;2,9
ТМК;TRMK;18441;0,1;1,477;76503673852,3;839450;2,4
ТНСэнрг;TNSE;420644;-0,2;1,625;20570699695;2621;0
Татнефть;TATN;825;-0,05;2,185;765374042910;2036330;6
ТрансКонтейнер;TRCN;74561;-0,18;1,481;47936984100;42;1,5
Транснефть (ап);TRNFP;1012;-0,27;2,649;270237275000;4238;0
Уралкалий;URKA;19623;-0,32;1,242;478130187849,35;222680;0
ФГ БУДУЩЕЕ;FTRE;462599;0,03;0,465;61635600315;2436;0
ФСК ЕЭС;FEES;20509;-0,44;3,669;231797888999,01;3596250000;8,7
ФосАгро;PHOR;81114;-0,26;1,705;309893500000;81825;9,5
Энел Россия;ENRU;16440;-0,08;1,904;36468427219,47;16261000;6,3
ЧМК;CHMK;21001;-0,35;3,493;13928455825;180;0
ЧТПЗ;CHEP;20999;-0,02;3,839;62449016736;900;7,9
ЧЦЗ;CHZN;19960;-0,53;2,779;29373912220;0;0
Черкизово;GCHE;20125;0,54;3,309;37325243277;913;1,1
ЮТэйр;UTAR;15522;-0,25;1,658;36762925440;17300;0
ЮжКузб;UKUZ;20717;-0,34;2,989;29790104025;59;0
Юнипро;UPRO;18584;-0,07;1,621;170672847534,52;21443000;0
Яндекс;YNDX;388383;0,1;2,174;353708602579;62833;0
