ЛСР Группа;LSRG;19736;0,01;1,248;95869615057,5;20829;8,7
ЛУКОЙЛ;LKOH;8;-0,05;1,443;2540207161057,5;919258;7,1
Лензолото;LNZL;21004;-0,26;1,439;9384669000;21;0
Ленэнерго;LSNG;31;-0,13;2,356;8393603085,34;449400;0
М.Видео;MVID;19737;0,11;1,223;67197363252,6;63170;0
МГТС;MGTS;12984;0,56;4,223;67672729599;430;17
МКБ;CBOM;420694;0;0,622;104306572694,69;4679100;0
ММК;MAGN;16782;0,02;2,042;412165162050;15706000;6,3
МОЭСК;MSRS;16917;0,01;1,991;48658384482,43;1888000;3,6
МРСК Центра;MRKC;20235;0,32;2,924;16528324084,72;13900000;4,5
МТС;MTSS;15523;0,1;1,785;552452586408,75;4143750;0
Магнит;MGNT;17086;-0,09;1,736;886796387190;59976;3,1
МегаФон;MFON;152516;-0,01;1,422;394816000000;203490;10,9
Мегион;MFGS;30;0,06;3,01;59585348295;30;0
Мечел;MTLR;21018;0,09;3,712;63589519006,2;621823;0
Московская Биржа;MOEX;152798;-0,06;1,971;256916264585,75;7302950;7,5
МосОблБанк;MOBB;82890;-0,19;2,389;22449760877,76;142000;0
МосЭнерго;MSNG;6;0,24;3,158;96352447912,8;22738000;3
Мостотрест;MSTT;74549;0,18;1,528;29689070600;53720;9,8
НКНХ;NKNC;20100;-0,24;2,029;86363321600;7100;0
НКХП;NKHP;450432;-0,21;1,815;11559087000;2460;0
НЛМК;NLMK;17046;0,08;1,957;673339080414;7786440;8,5
НМТП;NMTP;19629;0,06;1,79;116618182247;1914000;18,8
Новатэк;NVTK;17370;-0,02;1,543;2148793756200;1114770;2,3
ОАК;UNAC;22843;0,2;3,016;283597530130,34;9310000;0
ОВК;UWGN;414560;-0,01;0,854;90966006296;31725;0
ОГК-2;OGKB;18684;0,07;2,83;50272816428,02;86012000;0
ОКС;UCSS;175781;0,03;0,649;25972147320;15;0
Отисифарм;OTCP;407627;-0,1;1,502;26103380394;2670;0
Открытие;OFCB;80728;0,09;1,172;323731831668;3034;0
ПРОТЕК;PRTK;35247;0;1,528;54611999985,2;19600;7,4
Полюс золото;PLZL;17123;-0,01;0,804;845624685692;4121;0
Промсвязьбанк;PSBR;152320;0,05;0,668;83058556410,46;6790000;0
РБК;RBCM;74779;0,21;4,315;2418649131,15;657000;0
РГС СК;RGSS;181934;0,03;1,26;241541945276,32;18691000;0
Распадская;RASP;17713;-0,06;3,006;49392166886,08;7168530;0
Росбанк;ROSB;16866;0;2,733;98514017665,5;810;0
Роснефть;ROSN;17273;-0,08;1,603;3439108701616,5;6306270;2
Россети;RSTI;20971;-0,15;2,968;186548592765,12;414743000;0,8
Ростелеком;RTKM;7;-0,09;1,066;197161238027,78;4289160;7,6
РусГидро;HYDR;20266;0,08;2,393;365204542053,5;877421000;0
Русал;RUAL;414279;0,15;2,37;447586217834,52;836800;3,9
Русполимет;RUSP;20712;0,03;5,069;2436311069,64;1270000;0
РуссНефть;RNFT;465236;0,06;0,415;165060144000;36374;0
СОЛЛЕРС;SVAV;16080;0,06;1,907;20048043015;6160;0
Сбербанк;SBER;3;0,08;1,647;3476146236440;65420920;3,8
Северсталь;CHMF;16136;-0,09;1,757;682154304838;539320;11,3
Славнефть-ЯНОС;JNOS;15722;-0,11;3,492;24528819214,9;0;0
Сургутнефтегаз;SNGS;4;-0,03;1,718;1041770005597,8;43044400;2,3
ТГК-1;TGKA;18382;0,41;3,464;57583860763,57;1454700000;2,9
ТМК;TRMK;18441;0,15;1,459;76503673852,3;839450;2,4
ТНСэнрг;TNSE;420644;-0,06;1,53;20570699695;2621;0
Татнефть;TATN;825;0,07;2,265;765374042910;2036330;6
ТрансКонтейнер;TRCN;74561;-0,11;1,346;47936984100;42;1,5
Транснефть (ап);TRNFP;1012;0,02;2,631;270237275000;4238;0
Уралкалий;URKA;19623;-0,17;1,005;478130187849,35;222680;0
ФГ БУДУЩЕЕ;FTRE;462599;0,03;0,429;61635600315;2436;0
ФСК ЕЭС;FEES;20509;0,05;3,116;231797888999,01;3596250000;8,7
ФосАгро;PHOR;81114;0,02;1,567;309893500000;81825;9,5
Энел Россия;ENRU;16440;0,17;2,072;36468427219,47;16261000;6,3
ЧМК;CHMK;21001;0,1;4,186;13928455825;180;0
ЧТПЗ;CHEP;20999;0,73;5,577;62449016736;900;7,9
ЧЦЗ;CHZN;19960;-0,19;2,07;29373912220;0;0
Черкизово;GCHE;20125;0,36;2,575;37325243277;913;1,1
ЮТэйр;UTAR;15522;-0,15;1,457;36762925440;17300;0
ЮжКузб;UKUZ;20717;-0,2;2,784;29790104025;59;0
Юнипро;UPRO;18584;-0,04;1,412;170672847534,52;21443000;0
Яндекс;YNDX;388383;0,17;1,959;353708602579;62833;0
