Славнефть-ЯНОС;JNOS;15722;0,03;3,411;24528819214,9;100;0
Сургутнефтегаз;SNGS;4;-0,03;1,373;1041770005597,8;44850400;2,2
ТГК-1;TGKA;18382;0,35;2,967;57583860763,57;1619800000;3
ТМК;TRMK;18441;0,22;1,784;76503673852,3;835320;2,4
ТНСэнрг;TNSE;420644;-0,07;2,032;20570699695;723;0
Татнефть;TATN;825;0,11;1,988;765374042910;7056990;6,1
ТрансКонтейнер;TRCN;74561;0,04;1,704;47936984100;265;1,5
Транснефть (ап);TRNFP;1012;0;2,379;270237275000;85825;0
Уралкалий;URKA;19623;-0,09;1,126;478130187849,35;405570;0
ФГ БУДУЩЕЕ;FTRE;462599;0,04;0,426;61635600315;2424;0
ФСК ЕЭС;FEES;20509;0,14;2,917;231797888999,01;9321720000;8,7
ФосАгро;PHOR;81114;-0,06;1,391;309893500000;23739;9,4
Энел Россия;ENRU;16440;0,21;1,973;36468427219,47;7028000;6,5
ЧМК;CHMK;21001;0,15;3,642;13928455825;375;0
ЧТПЗ;CHEP;20999;0,42;4,418;62449016736;0;8,2
ЧЦЗ;CHZN;19960;0,09;2,326;29373912220;40;0
Черкизово;GCHE;20125;0,15;2,054;37325243277;22386;1,1
ЮТэйр;UTAR;15522;-0,07;1,396;36762925440;66300;0
ЮжКузб;UKUZ;20717;0,08;3,145;29790104025;88;0
Юнипро;UPRO;18584;0,01;1,348;170672847534,52;50178000;0
Яндекс;YNDX;388383;0,06;1,964;353708602579;59351;0
